childid,age,Total_Duration_mins,Average_Duration_mins
607,8,0.3500,0.01458333
397,5,0.3667,0.02156863
3254,2,0.0167,0.01666667
2413,6,2.3833,0.02227414
760,7,0.3000,0.00681818
697,7,1.0333,0.02026144
1861,9,0.0667,0.01666667
1395,4,5.7833,0.06355311
3454,4,0.0667,0.00476190
2069,8,0.6000,0.01000000
2746,6,0.5333,0.02666667
2192,6,0.5167,0.02460317
3914,8,2.0833,0.01640420
3740,4,0.0500,0.00833333
2629,16,2.2667,0.02336770
2007,4,0.1667,0.02083333
1494,8,17.7000,0.03839479
801,6,4.9833,0.11325758
2820,4,2.5500,0.03591549
1566,43,0.6500,0.01756757
2471,16,0.0333,0.01666667
3031,7,0.0500,0.00833333
3816,5,1.3833,0.03547009
509,6,0.0167,0.01666667
3072,16,0.1000,0.01666667
2480,5,0.0500,0.01666667
3722,4,0.6833,0.03796296
1175,4,5.7500,0.05693069
2715,5,0.2167,0.01969697
2289,5,0.2000,0.04000000
1886,4,0.7667,0.03194444
1840,6,0.4167,0.01388889
2403,16,5.6500,0.03598726
2230,12,0.5833,0.01822917
2029,16,0.8667,0.01354167
2846,8,2.4167,0.02416667
3035,16,0.1333,0.01666667
1192,6,0.0333,0.01111111
3305,7,0.1000,0.02500000
574,6,0.0667,0.01666667
2332,7,0.1833,0.03055556
271,5,0.3167,0.03166667
776,7,2.8000,0.28000000
696,4,4.5000,0.02142857
2103,6,0.0500,0.01666667
1550,0,28.5167,7.12916667
2666,16,0.0167,0.01666667
3268,5,0.8167,0.01666667
1507,4,0.8833,0.01732026
2071,7,0.5000,0.02083333
2109,9,0.0833,0.00757576
3415,7,0.2000,0.01111111
3073,16,0.1833,0.01833333
3929,16,0.1667,0.02777778
2164,6,0.2500,0.02777778
1832,11,0.1000,0.00384615
3020,6,1.0167,0.01210317
3661,4,0.7333,0.01358025
3343,5,3.4167,0.01388889
836,7,0.3833,0.01277778
315,6,0.0000,0.00000000
2457,4,3.5833,0.01288969
3894,5,0.5000,0.02500000
274,44,0.0667,0.03333333
485,5,0.6333,0.03518519
1324,7,1.3500,0.03214286
432,1,0.0333,0.00666667
2726,6,0.3167,0.01507937
2797,16,0.1833,0.01309524
2913,6,0.1000,0.02500000
3873,31,0.1667,0.01388889
1729,7,0.0333,0.00277778
2228,9,49.0833,0.51666667
2960,4,0.8000,0.01250000
233,3,210.5833,21.05833333
2267,8,0.0833,0.00490196
418,6,73.4667,3.19420290
2824,6,0.0000,0.00000000
880,7,0.0667,0.00952381
1345,5,0.5833,0.01881720
3727,3,0.0667,0.00606061
2628,16,144.4333,1.01713615
247,9,211.4167,2.89611872
2120,7,0.1167,0.01944444
1820,4,0.8500,0.01976744
2286,8,0.0000,0.00000000
3252,6,3.4333,0.02543210
3650,8,0.1167,0.00897436
3095,5,0.0000,0.00000000
2236,11,150.8833,0.34846035
2280,6,1.0333,0.01812865
732,5,0.5833,0.00940860
2983,4,2.2167,0.01679293
718,2,0.8833,0.01118143
2740,6,0.2833,0.01416667
2342,4,0.9167,0.01797386
811,7,1083.1833,3.77415796
2800,16,0.0500,0.00384615
3002,5,0.0833,0.00555556
680,12,0.0667,0.00512821
668,5,0.6333,0.01979167
884,6,2.0333,0.50833333
2408,5,3.5500,0.06698113
452,6,0.0167,0.00277778
1454,2,0.0333,0.00555556
964,7,0.3333,0.00416667
3296,2,0.0833,0.00694444
1174,6,0.1333,0.02222222
1216,10,0.2667,0.00987654
761,7,148.7500,0.07371160
2232,16,0.2500,0.02777778
1841,6,0.3833,0.01127451
3323,5,2.3167,0.02165109
2321,6,1.3500,0.01551724
3624,7,0.5833,0.01495726
1855,6,0.2333,0.00804598
3821,5,0.4833,0.02013889
3409,16,0.0167,0.00416667
3525,7,3.1333,0.04476190
3841,7,0.1167,0.00833333
1882,5,0.7833,0.01284153
3820,7,0.2167,0.00802469
2013,16,0.8667,0.00538302
1377,3,121.5500,0.46570881
1604,5,0.0333,0.00476190
3705,16,0.4167,0.01736111
1176,4,1.5667,0.03481481
2858,16,1.8667,0.01794872
936,6,0.1000,0.01111111
3733,3,0.0500,0.01250000
3383,6,0.0000,0.00000000
1982,3,1.7167,0.02417840
2610,6,2.4167,0.10069444
1795,6,1.0667,0.00860215
325,6,1.5000,0.03191489
481,7,26.4667,0.16237219
3301,8,1.6833,0.03914729
568,7,0.0333,0.00666667
856,3,0.5000,0.04166667
504,5,0.1000,0.01428571
3730,2,0.3833,0.01095238
3939,5,0.3500,0.00636364
1267,10,0.1333,0.01212121
1833,9,0.0167,0.00277778
3244,16,0.2333,0.01794872
1026,3,0.3167,0.01666667
1788,5,3.6833,0.01086529
1850,6,0.0667,0.00350877
3168,3,0.0333,0.00476190
3935,5,0.0500,0.00263158
3377,13,0.4167,0.02314815
814,7,255.6500,1.21738095
2223,4,1.2667,0.01919192
2470,6,0.0000,0.00000000
1863,4,2.4833,0.01419048
1271,9,0.5500,0.01195652
539,6,0.8833,0.01962963
415,6,0.2000,0.00571429
1455,24,0.0000,0.00000000
3579,7,0.3667,0.00894309
2265,3,1.8833,0.03138889
2024,16,0.2833,0.01049383
1367,5,0.2167,0.01274510
3588,4,0.7500,0.03750000
715,7,0.8667,0.01884058
3266,4,0.0167,0.00555556
2850,8,0.3000,0.01428571
2251,7,0.4667,0.00707071
518,1,0.0000,0.00000000
2074,7,0.0000,0.00000000
3571,6,1.8500,0.03557692
3770,6,0.6500,0.01000000
2356,7,0.7000,0.01489362
3845,2,0.2833,0.01574074
2295,3,0.0000,0.00000000
2028,16,0.9000,0.01084337
3256,3,2.3833,0.02837302
251,6,0.2500,0.01315789
3150,6,1.7667,0.02420091
1522,6,1.1333,0.04047619
3585,4,5.3333,0.02735043
1607,8,0.4167,0.01041667
2058,8,0.0833,0.00198413
1152,6,1.3333,0.00828157
1929,5,0.4333,0.01604938
2381,6,0.2667,0.01333333
460,4,0.2833,0.02023810
1346,4,0.3667,0.01309524
2089,7,26.1000,0.17058824
3225,5,2.7167,0.05224359
1380,4,0.7833,0.02117117
2950,2,0.4667,0.02745098
3835,6,1.1000,0.00827068
3840,5,0.5167,0.02583333
2129,4,0.0000,0.00000000
1925,5,0.5667,0.02361111
446,10,0.0833,0.00462963
3732,6,0.8333,0.01207729
2699,16,0.2333,0.01555556
470,9,0.1667,0.01190476
2893,7,3.3833,0.06041667
2733,6,0.2833,0.01049383
2138,5,1.3667,0.02578616
1005,7,0.0000,0.00000000
2145,5,1.1500,0.02555556
1305,7,0.3667,0.02820513
3857,7,0.1000,0.00384615
1499,5,0.8500,0.01164384
2627,16,5.0333,0.03145833
753,5,0.5500,0.01833333
2187,6,0.6167,0.01284722
2792,16,0.6667,0.01418440
3626,7,0.3500,0.01250000
2826,6,0.2333,0.01296296
1030,5,1.2000,0.01935484
3160,6,0.0500,0.01666667
2867,16,0.2667,0.01159420
1860,9,2.4000,0.02242991
3236,5,0.3667,0.01410256
1696,3,165.0667,3.51205674
2767,4,0.5500,0.02291667
3293,6,0.2333,0.02592593
759,7,0.1333,0.00380952
1355,9,2.9167,0.01100629
2789,8,2.7167,0.03313008
861,13,0.0000,0.00000000
3182,1,0.0500,0.00625000
424,1,0.3000,0.02307692
2779,5,0.3833,0.00912698
1915,5,0.4000,0.01538462
1465,2,0.2833,0.03148148
1858,9,1.4833,0.01926407
3346,5,62.7000,1.27959184
369,9,0.1500,0.01875000
1361,5,1.1667,0.08974359
3755,0,0.0000,0.00000000
3617,2,27.5333,1.44912281
2742,8,0.9833,0.00638528
3642,7,0.0833,0.01041667
2584,5,0.4500,0.02142857
3154,6,0.9167,0.01455026
2598,12,11.9333,0.02189602
2065,7,0.5000,0.01190476
3575,3,2.0000,0.02173913
782,3,0.0000,0.00000000
1371,4,0.9333,0.01352657
2241,8,1.0833,0.02407407
2495,5,0.2167,0.01083333
237,5,1.1333,0.01511111
2304,7,0.4667,0.01609195
1335,3,2.1667,0.01641414
566,4,0.3167,0.03518519
1951,6,0.9833,0.00697400
2264,8,0.2167,0.01354167
1491,6,0.0667,0.02222222
798,21,0.0000,0.00000000
3128,8,1.6833,0.07013889
602,6,2.7500,0.25000000
3065,16,0.1167,0.01666667
3608,5,1.2667,0.02043011
2964,16,0.2500,0.00625000
3326,16,1.1333,0.02635659
1967,3,0.1667,0.01041667
2703,3,1.0500,0.01666667
3801,2,1.1833,0.03585859
827,21,0.0167,0.00333333
2464,5,0.3333,0.02564103
3485,7,1.5333,0.01144279
3178,3,2.5000,0.02173913
2834,5,0.1000,0.01000000
2266,9,0.0167,0.00833333
1342,7,3.7000,0.01345455
2253,9,0.0833,0.01666667
2861,16,0.3667,0.01594203
3619,16,553.3167,32.54803922
2980,4,1.0167,0.01918239
1738,7,0.2667,0.02666667
3804,9,0.1833,0.01410256
3885,5,0.3667,0.03055556
2078,6,0.5833,0.00988701
2708,6,1.0667,0.01385281
2482,16,0.1000,0.01666667
3611,4,2.0167,0.01723647
1490,8,0.5167,0.02152778
3193,0,0.2500,0.04166667
3893,33,0.0833,0.00833333
1960,5,125.9667,0.92622549
3265,4,0.4667,0.04242424
3064,16,0.0333,0.00208333
2868,16,0.0000,0.00000000
2744,16,1.0167,0.03505747
2088,6,1.8333,0.00814815
1688,5,0.9333,0.02456140
1766,5,0.1000,0.02500000
2319,5,0.0333,0.01111111
3461,16,0.0333,0.00833333
2728,6,0.5167,0.01845238
398,6,19.3667,0.32824859
2766,16,0.2500,0.01250000
1492,5,0.1500,0.01000000
2636,16,2.7667,0.01208151
1340,3,0.4167,0.01344086
1259,5,0.4167,0.02976190
3798,5,0.9167,0.02477477
3742,9,0.2500,0.02083333
3864,3,1.3167,0.02992424
2186,6,0.4167,0.00641026
2516,7,0.7667,0.00723270
598,8,0.8000,0.00740741
2365,6,0.4167,0.02083333
2538,16,0.0000,0.00000000
3781,5,1.4333,0.01791667
3546,4,1.8167,0.10686275
3672,5,1.1000,0.01235955
3139,6,29.6333,0.32564103
3147,4,25.3000,0.90357143
3212,5,0.4833,0.02196970
745,6,0.0000,0.00000000
3427,6,0.3333,0.01960784
2298,7,0.3000,0.01304348
2637,16,2.8333,0.02529762
594,6,0.6333,0.01439394
3255,6,0.6500,0.01625000
2072,8,0.1833,0.00416667
831,8,5.5500,1.11000000
389,8,2.5500,0.23181818
1779,6,1.9167,0.00512478
1817,5,0.1167,0.01666667
3553,6,0.4833,0.01666667
3423,5,0.4667,0.02121212
250,15,0.5333,0.06666667
3860,5,0.5667,0.01491228
2401,5,0.0500,0.00833333
1360,9,1.6833,0.02439614
2318,6,2.9333,0.01929825
3490,7,0.0333,0.01666667
3896,8,0.4000,0.01142857
3290,3,0.0333,0.00144928
1747,2,1.0333,0.03827160
721,7,0.9000,0.02093023
2235,10,8.4167,0.01980392
3275,3,152.6000,0.33835920
3395,6,0.0833,0.00925926
1783,5,0.0500,0.01000000
3183,1,0.0000,0.00000000
962,6,0.2667,0.00683761
2021,16,0.4167,0.00992063
1831,6,0.1333,0.00784314
373,7,0.4667,0.02916667
2202,6,1.8500,0.02434211
2671,4,11.4167,0.07135417
3170,1,0.0000,0.00000000
3785,4,1.6000,0.02807018
3175,6,13.1667,0.08280922
2345,8,0.1333,0.01904762
2258,8,0.1000,0.00714286
3234,16,0.7500,0.01666667
2094,6,4.2000,0.09333333
2646,33,2.0667,0.00833333
2500,5,0.0000,0.00000000
3223,4,0.8500,0.01370968
3320,16,0.4833,0.02101449
2644,6,3.2667,0.01505376
2864,16,0.0333,0.01666667
605,2,0.0500,0.01000000
2380,6,1.3833,0.03547009
255,7,3.2000,1.60000000
2653,0,0.0000,0.00000000
2945,7,0.4333,0.01007752
923,1,10.5333,0.14234234
3347,8,0.0333,0.01666667
3870,9,0.5500,0.03235294
3542,5,0.1667,0.00450450
2443,9,7.5500,0.12583333
1544,6,1.7500,0.00791855
2127,1,0.0333,0.00476190
270,37,0.1000,0.01428571
3852,5,0.3500,0.03888889
778,7,0.8500,0.02575758
3593,5,0.3000,0.01428571
2541,7,24.5000,0.45370370
2064,7,0.1500,0.00283019
2259,5,0.2167,0.00619048
3865,3,0.0833,0.01190476
2545,8,4.0167,0.01389850
338,7,0.3833,0.01419753
1448,4,1.1333,0.02982456
2998,0,0.7167,0.02107843
757,5,0.7000,0.02058824
1239,5,2.5500,0.03109756
3907,7,0.5167,0.02583333
3390,6,0.8500,0.02500000
2710,3,0.0333,0.01111111
3598,6,2.3167,0.01980057
3149,3,2.8000,0.02314050
1775,6,0.0000,0.00000000
1460,5,9.5667,0.10286738
1546,3,0.9667,0.01638418
1965,6,101.5667,0.50530680
2311,8,2.5500,0.01746575
1410,5,1.6500,0.02323944
3157,6,1.5167,0.02136150
3052,16,0.0833,0.01388889
3630,6,0.2833,0.01011905
1961,6,0.1333,0.00634921
2677,5,0.0167,0.00208333
675,7,0.0833,0.01190476
268,7,0.2167,0.01969697
2022,16,0.4667,0.00666667
childid,0,0.0000,0.00000000
1443,2,74.7000,0.74700000
3604,16,0.0000,0.00000000
2204,7,11.8667,0.13798450
2061,8,0.4167,0.00631313
2246,3,0.1167,0.02333333
3210,11,1.0833,0.01388889
907,10,0.2000,0.00540541
2091,6,1.5333,0.00952381
2869,16,0.0000,0.00000000
1762,0,0.3833,0.01916667
3333,8,0.6000,0.01935484
1732,7,0.7667,0.03194444
1798,1,0.1833,0.01833333
3861,2,0.0333,0.00666667
332,7,0.0000,0.00000000
3466,5,0.0000,0.00000000
669,4,0.6333,0.02533333
1545,4,0.0333,0.01666667
833,2,6.4500,0.28043478
3067,16,0.0500,0.00250000
1240,5,0.6167,0.01666667
742,5,0.0500,0.00500000
249,7,2.8833,0.01434494
3616,4,0.7500,0.01829268
777,7,0.0000,0.00000000
2063,7,0.3167,0.00673759
275,7,0.1833,0.01527778
3081,16,0.0833,0.00694444
2822,5,1.3667,0.02102564
1911,5,0.7500,0.03000000
3180,0,0.1000,0.01000000
3352,3,0.0000,0.00000000
2533,16,0.0833,0.00833333
2328,7,0.4333,0.01031746
3243,16,120.7500,4.02500000
1466,3,0.1833,0.03666667
254,8,0.2000,0.01428571
1854,6,0.1667,0.01190476
1404,4,1.4167,0.02053140
2215,5,1.8833,0.02729469
2249,6,1.1167,0.03602151
2916,5,24.9167,0.99666667
1028,5,0.0000,0.00000000
3752,9,0.0500,0.00555556
2596,16,0.5167,0.01359649
2927,6,0.2500,0.00862069
3700,16,0.3333,0.02222222
3595,3,1.3167,0.02484277
280,7,1.1167,0.02233333
3173,10,0.2833,0.00393519
3731,6,0.1833,0.01145833
261,7,0.9833,0.03511905
563,28,93.8833,0.11619224
2737,6,0.0167,0.00833333
1220,5,2.0500,0.02808219
2100,7,0.2333,0.02333333
1706,17,10.0333,0.01896660
3634,9,0.1167,0.01458333
3905,1,0.1167,0.01458333
2216,6,0.0000,0.00000000
1605,3,1.1833,0.03585859
2197,6,0.0333,0.00555556
1602,5,0.1500,0.00576923
497,7,0.0167,0.00555556
2055,5,2.4833,0.04869281
2663,2,0.1833,0.01145833
395,5,11.4000,0.24782609
3172,16,0.0000,0.00000000
2595,16,1.7500,0.01715686
3675,7,0.0500,0.00833333
1194,6,0.0500,0.01666667
3690,5,0.4333,0.01397849
1828,0,0.0167,0.00416667
2465,6,1.0667,0.01748634
1859,9,88.2667,0.66868687
1330,5,0.3000,0.01764706
661,4,0.0000,0.00000000
3407,6,1.2167,0.01789216
2624,16,1.3333,0.01092896
3924,5,0.4833,0.03222222
616,8,0.0000,0.00000000
1580,5,27.9500,0.08817035
2226,4,0.1833,0.02291667
3830,5,1.1333,0.02518519
3890,6,0.4833,0.02196970
2798,16,0.1833,0.01078431
2990,16,0.1167,0.01166667
1733,7,0.3000,0.01200000
1509,8,0.1500,0.00428571
1140,5,0.0667,0.02222222
3043,16,0.0167,0.00833333
1791,3,1.0167,0.02904762
1592,5,0.2500,0.00480769
3283,4,0.5333,0.00888889
958,7,1.4667,0.01396825
1185,7,21.4667,1.65128205
3321,6,0.3667,0.01466667
3521,6,0.0000,0.00000000
2080,5,1.7167,0.01788194
2172,8,0.2667,0.01777778
471,5,0.0000,0.00000000
2386,6,0.8333,0.02777778
438,3,4.9167,0.10034014
506,4,0.3333,0.08333333
3479,3,1.0667,0.03137255
2621,16,1.4833,0.01115288
1406,3,3.2333,0.03849206
3526,5,0.1333,0.01904762
3886,6,1.0167,0.01564103
599,9,9.7667,0.88787879
1505,9,0.1333,0.00634921
3228,5,0.4833,0.02543860
986,6,0.1500,0.01153846
2269,8,0.2000,0.01428571
202,6,0.2000,0.00555556
1307,5,0.7333,0.02037037
1764,4,0.8500,0.02179487
564,6,0.1667,0.00877193
3096,6,0.0667,0.00370370
384,7,312.4000,12.01538462
1755,4,1.0667,0.01350211
3011,16,0.0167,0.00333333
1427,5,0.3333,0.01587302
2951,2,0.0167,0.00138889
2310,7,0.5667,0.00833333
345,5,2.5167,0.03400901
1327,7,5.7167,0.03572917
3648,30,1.3333,0.01568627
2423,8,0.0667,0.00606061
656,6,0.8000,0.02352941
2625,16,70.1500,3.50750000
3309,3,98.6833,0.34870436
3092,5,0.0833,0.00925926
2460,7,0.9167,0.01553672
2293,5,1.8667,0.01060606
429,1,0.3167,0.00633333
469,5,0.0000,0.00000000
414,7,14.1167,0.52283951
1865,2,0.0833,0.01388889
1690,0,116.5500,19.42500000
2033,4,0.1833,0.03666667
3615,10,2.3000,0.01982759
2125,7,0.0667,0.00256410
698,7,1.7333,0.01468927
2060,7,0.4167,0.00578704
2371,16,0.3500,0.00875000
3171,1,0.0167,0.00238095
3100,6,0.0167,0.00833333
1577,5,0.1667,0.01388889
205,8,0.0000,0.00000000
2574,6,3.1333,0.03520599
904,10,0.0000,0.00000000
1511,7,0.9333,0.01555556
3463,16,3.1833,0.04897436
2709,3,17.9667,0.19318996
2217,10,0.0333,0.00303030
1815,6,0.0500,0.00625000
3068,16,0.0333,0.00333333
3849,5,1.2333,0.02126437
2912,3,1.8833,0.01727829
3184,1,0.0667,0.02222222
458,4,0.2500,0.02500000
3185,2,0.0000,0.00000000
1744,8,0.0000,0.00000000
1962,6,95.7500,1.10057471
959,6,2.0500,0.02562500
2431,4,0.2000,0.01666667
3912,26,0.1000,0.01428571
1508,4,0.2667,0.00919540
1727,6,1.7000,0.01752577
2569,7,7.0500,0.01835938
1992,6,82.1833,0.23960155
562,2,0.6667,0.02083333
3336,5,0.0500,0.00625000
507,6,0.0167,0.00833333
1350,7,0.4500,0.01500000
232,7,38.8000,0.26575342
2483,5,1.3333,0.02083333
996,4,0.3500,0.01842105
2597,16,0.0167,0.00416667
1370,6,1.9167,0.01584022
3376,3,10.6500,0.07147651
405,8,23.5500,1.07045455
1893,29,0.1000,0.01250000
3559,2,0.1667,0.01515152
615,5,0.6500,0.03611111
2002,4,1.2500,0.02604167
1597,0,0.0333,0.00416667
3596,6,0.9667,0.02056738
2130,7,0.3500,0.01206897
1816,6,0.0333,0.00555556
3609,8,1.3667,0.01277259
2617,16,24.0000,0.22018349
3833,5,1.6833,0.02370892
3366,4,0.2667,0.01403509
3250,16,1.1000,0.02500000
1699,10,0.0000,0.00000000
657,8,0.0000,0.00000000
3772,3,0.0333,0.01111111
2819,6,0.5333,0.01975309
272,8,0.0833,0.01388889
2169,4,1.2167,0.02097701
2638,16,2.4667,0.03333333
3229,0,1.1333,0.01827957
3918,4,0.2500,0.00625000
701,7,0.1000,0.00714286
197,7,0.0000,0.00000000
837,6,0.0000,0.00000000
710,7,23.3500,3.33571429
1503,5,0.6833,0.01198830
2111,23,0.0000,0.00000000
663,5,0.0833,0.01041667
1895,4,27.7000,0.04920071
3904,3,0.9333,0.01228070
1857,9,26.9667,0.11475177
229,5,0.3333,0.02564103
3123,14,0.5167,0.01123188
926,1,0.0167,0.00833333
940,9,1.1500,0.02500000
915,8,6.3500,0.18676471
3628,4,1.3833,0.06916667
530,1,0.0167,0.00555556
2833,7,0.5833,0.01458333
1575,4,0.0000,0.00000000
2768,16,0.2167,0.00902778
1474,6,0.4500,0.01451613
473,7,0.1333,0.01333333
1606,5,31.1833,0.20118280
3824,7,92.7167,1.47169312
2662,16,0.0000,0.00000000
3610,3,0.4833,0.00819209
2245,6,0.5167,0.01435185
2037,4,24.9333,0.80430108
2616,43,0.2833,0.02361111
3307,16,0.7333,0.03188406
2148,5,0.3167,0.01439394
3540,4,0.8833,0.02007576
1316,8,2.7167,0.06317829
2937,16,1.1500,0.01716418
1547,0,1.0833,0.02462121
3330,4,47.6333,1.03550725
2952,3,1.3167,0.02231638
2953,8,0.1000,0.00714286
3385,6,0.3833,0.01197917
2364,6,0.3167,0.01319444
219,7,0.0167,0.00416667
655,7,0.6167,0.00761317
2765,5,0.5833,0.01458333
3425,4,0.2167,0.00866667
3644,6,0.2833,0.01574074
3597,6,0.2000,0.01666667
2422,6,0.1000,0.01250000
2393,6,0.1500,0.00750000
1922,4,0.0833,0.01666667
2095,7,1.4500,0.01330275
3590,9,0.7000,0.01093750
1180,4,25.3833,1.26916667
3578,8,1.2500,0.01736111
948,7,0.5000,0.01190476
1025,4,1.6000,0.01290323
3392,16,0.5167,0.00890805
515,11,0.0000,0.00000000
3137,6,0.2500,0.01470588
3465,5,0.1333,0.00888889
2374,3,0.8000,0.01632653
874,4,4.2500,0.02759740
2263,2,0.0333,0.00416667
954,8,0.1667,0.00980392
704,7,2.2667,0.04358974
193,5,0.2500,0.03125000
3129,8,0.0167,0.00208333
2040,8,2.4333,0.01789216
3613,4,0.0333,0.00208333
408,6,0.2000,0.01111111
1191,6,0.0333,0.01111111
1451,10,0.8667,0.01733333
2075,8,0.3667,0.00852713
